conditions,brand,year,gearbox,adress,price,image
Venant,Hyundai,2021,Automatique,Sacré-cœur                                                                                 Dakar,28500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/72917eb1873c14872438e5a60c9a288c/-/horizon-files-prod/ed/picture/qgqwjd6q/5dfa61c350d16fdd5249a9288b0ded12fcbb7f0c.jpg
Venant,Hyundai,2018,Automatique,Sacré-cœur                                                                                 Dakar,12500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/23e55b2701d2f0ce38af6754f42b9f37/-/horizon-files-prod/ed/picture/qwep8wd0/e83597247ecc5e2f5b6ed51b44944c8f86613914.jpg
D'occasion,Nissan,2009,Automatique,Hlm                                                                                 Dakar,5000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f2b0f1b1293dd24fde9768c5c620bef2/-/horizon-files-prod/ed/picture/qm5g4xvm/5a1da5369148a47410809f299c2f85bf90bc7669.jpg
Venant,Ford,2016,Automatique,Cite Mixta                                                                                 Dakar,5200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c8db199ab84a85e5b38edaf658f3361/-/horizon-files-prod/ed/picture/qxjpxnn0/e5a75d7c5b3ee21342fe26fd2f8282798932a444.jpg
Venant,Kia,2016,Automatique,Parcelles Assainies                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e56d6017a913bb46ba1b174566a0c71c/-/horizon-files-prod/ed/picture/q78wm8e5/536897aaee26b46e29bf560bdd05dea6c5f3092c.jpg
Venant,Nissan,2016,Automatique,Sacré-cœur                                                                                 Dakar,10000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/01044103ffbb3d99169f6c2ca0a42fb5/-/horizon-files-prod/ed/picture/q0gwvedw/24af77741474f2bd192ce30ac783e34e76092adc.jpg
Venant,Mazda,2017,Automatique,Sacré-cœur                                                                                 Dakar,13900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/66075b4770dbb3b06ef6042245fc9297/-/horizon-files-prod/ed/picture/q9m97kz6/d55b7bd4759e1cf997a8e62ed748e1d0abe34dae.jpg
Venant,Mitsubishi,2018,Automatique,Sacré-cœur                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/058f8058a7484eaf244b11c7dd359a3a/-/horizon-files-prod/ed/picture/qngpzn5g/c074c4aaa0bc6d61f5227e445359256288a45815.jpg
Venant,Hyundai,2016,Automatique,Sacré-cœur                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9d1dfe99c2d5fbfd3abd85bd78457f62/-/horizon-files-prod/ed/picture/qxjpzxjq/0f2ee3d3a88b5a3c087cf16c72c903b5dd07cc4d.jpg
Venant,Ford,2016,Automatique,Sacré-cœur                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/35ac7437bbf7f98bcec6b052e0a6d07b/-/horizon-files-prod/ed/picture/qj4qwzn4/4d2e8747c96e443d09b54259d7be88a2c9e4c309.jpg
Venant,Toyota,2017,Automatique,Sacré-cœur                                                                                 Dakar,14500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/28c9f346f401e1d0c230a7f612d2c789/-/horizon-files-prod/ed/picture/qgqw4j2e/e47b9b810a5c7bfd07610a9adb5dc7950e75df29.jpg
Venant,Mazda,2016,Automatique,Sacré-cœur                                                                                 Dakar,7950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0ad23b02be600d27434aecb2ab1e634b/-/horizon-files-prod/ed/picture/q56d64dx/37835656a52a125cd43c7b90a6b898ba740e6126.jpg
D'occasion,Seat,2011,Manuelle,Pikine                                                                                 Dakar,3600000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/42663a00fde39e809f93878009c6c556/-/horizon-files-prod/ed/picture/qkr8vxn5/7c1baee746c208a123a19a050d2fa7ebf7a890b9.jpg
D'occasion,B,M,W,Patte d‘oie                                                                                 Dakar,14000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/611342a465098ce914ea7a387fe13c65/-/horizon-files-prod/ed/picture/qq427r9j/025d47f05c9dbfad33d871bf3d09e285978a0c26.jpg
Venant,Ford,2016,Automatique,Liberte 6                                                                                 Dakar,18000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/56535a699a2d0936ef2063b4631b4b4e/-/horizon-files-prod/ed/picture/qv4w5k05/62165c44ffba0ea8bfee8676989e041cadd1545e.jpg
D'occasion,Chevrolet,2015,Automatique,Guediawaye                                                                                 Dakar,6200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2e9eee54318f6de698a1d22f4d773997/-/horizon-files-prod/ed/picture/q9mjwmzp/00f6f1a4bd0dcbdab388f7162676661a54a99b82.jpg
Venant,Kia,2016,Automatique,Parcelles Assainies                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e56d6017a913bb46ba1b174566a0c71c/-/horizon-files-prod/ed/picture/q78wm8e5/536897aaee26b46e29bf560bdd05dea6c5f3092c.jpg
D'occasion,Hyundai,2017,Automatique,Cambérène                                                                                 Dakar,10500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3f1651cd9b56bb4948a41d3d4ab238d6/-/horizon-files-prod/ed/picture/qngpnjkv/9e290f25eedfebd37dd7fde9afa46a2c68ccfcdd.jpg
D'occasion,B,M,W,Nord foire                                                                                 Dakar,7500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/10430686beed936d17c561c07e2fe98e/-/horizon-files-prod/ed/picture/qngp2z9g/24c4a3c1bf999a949dca35e73ddaea57ad0f23ec.jpg
D'occasion,Range ,Rover,2016,Nord foire                                                                                 Dakar,14000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/00e8a027da49b066d0249ea86bfd997d/-/horizon-files-prod/ed/picture/qenv28mv/20fbe61e1fc1748fac70465375930a5b070bca28.jpg
Venant,Mercedes-,Benz,2015,Autres                                                                                 Autres,40000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/69f39bddf46fce221dd334cfd48dda2c/-/horizon-files-prod/ed/picture/qenv594j/802300c07603b727ab6610a9ccb4657816e4b818.jpg
Venant,Mitsubishi,2016,Automatique,Ouest foire                                                                                 Dakar,8300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1305e8827245c691dc8078f5497b4b89/-/horizon-files-prod/ed/picture/q2j07gr6/4a9c4c2740da2a09d00f3440cbfcfd096718c644.jpg
Venant,Hyundai,2019,Automatique,Ouakam                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/276b990f282e5ab3981087544044a70a/-/horizon-files-prod/ed/picture/qgqwjd00/147875b232010770cb71e8f3c127f195a7c41d47.jpg
D'occasion,Ford,2015,Automatique,Liberte 6 extension                                                                                 Dakar,4250000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a013bd593ce359bbd3f3ec20d18f6bd3/-/horizon-files-prod/ed/picture/q78w9q6e/c7e7ec642ad04afba536c44f18c3d62e50d8780f.jpg
D'occasion,Peugeot,2014,Manuelle,Hann maristes                                                                                 Dakar,3400000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b7f603ff5dc6ccdf838c8f46dc5bd213/-/horizon-files-prod/ed/picture/qv4w5kqm/6db9f9c29c86e64f8f712dd5d3295adb20725310.jpg
D'occasion,Hyundai,2016,Automatique,Cité Damel                                                                                 Dakar,7500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c61b170f5b916122c823db869b7eaa24/-/horizon-files-prod/ed/picture/qv4wmp6w/00199a8b37d144f1491671c4fc0baf927df6f591.jpg
Venant,Renault,2016,Automatique,Sicap foire                                                                                 Dakar,12500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3a9030859fed8d20b8caa3e9b26e9c3e/-/horizon-files-prod/ed/picture/qkr8vx2v/8a9d51fd9656deb4d7206e1ee094c2df6bd9c038.jpg
D'occasion,Chevrolet,2015,Automatique,Guediawaye                                                                                 Dakar,6200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2e9eee54318f6de698a1d22f4d773997/-/horizon-files-prod/ed/picture/q9mjwmzp/00f6f1a4bd0dcbdab388f7162676661a54a99b82.jpg
Venant,Kia,2016,Automatique,Parcelles Assainies                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e56d6017a913bb46ba1b174566a0c71c/-/horizon-files-prod/ed/picture/q78wm8e5/536897aaee26b46e29bf560bdd05dea6c5f3092c.jpg
Venant,Range ,Rover,2017,Sicap foire                                                                                 Dakar,26000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7bc79b5a67649ed437486bc45909b4bf/-/horizon-files-prod/ed/picture/q8v4x9np/81e5864a03e9b088d83cfde351804c118aaffde0.jpg
Venant,Jeep,2013,Automatique,Yoff                                                                                 Dakar,7500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f1e218d28c341f81ba7f0e3139f1c1d6/-/horizon-files-prod/ed/picture/q78wr0gn/3a5dac34e8191f3bf6fc3d47d013faadadc8f372.jpg
D'occasion,Ford,2018,Automatique,VDN                                                                                 Dakar,3950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d87efc474a3a7fe65f823a85b2042ce/-/horizon-files-prod/ed/picture/qgqwjm0n/a2c02d79e9cf0220d150872989e41303782bdca1.jpg
Venant,Peugeot,2016,Manuelle,VDN                                                                                 Dakar,5850000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a2429e175b8ef5084889f9ed96c8a6fb/-/horizon-files-prod/ed/picture/qenv25p9/e8ae894276166d4db463981e42aeab446c58b0d5.jpg
Venant,Honda,2019,Automatique,Parcelles Assainies                                                                                 Dakar,13000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0b85d84f867bb4cfca676715a083509b/-/horizon-files-prod/ed/picture/q6xd4v5g/da47618da3cdfe8de80822c76d82896c17973565.jpg
D'occasion,B,M,W,Cité Damel                                                                                 Dakar,20000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b22a2012d76373b1c7e8ce8d525f7acc/-/horizon-files-prod/ed/picture/qq42gegv/f436b8baa7957d4e2620e57199652bf7b5f82dbd.jpg
D'occasion,Ford,2013,Automatique,Parcelles Assainies                                                                                 Dakar,3700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/651f397327b2b5d5529c7ebf946da6ae/-/horizon-files-prod/ed/picture/qq42gvre/cd40359b879cce7e65d2f6b5afb9a6c1d4be0a82.jpg
Venant,Kia,2017,Automatique,Liberte 6                                                                                 Dakar,8900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/45e0d30fd4f5fdb5961b2bac3e0a3bc4/-/horizon-files-prod/ed/picture/q6xdm89z/c40e38108535c90c7de2d103810559df04829028.jpg
Venant,Hyundai,2018,Automatique,Ouest foire                                                                                 Dakar,13000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8bc8c7f030574057e71476a1bd0251e3/-/horizon-files-prod/ed/picture/qv4w596k/eb567cd026dc2e1c7f56475285aeae6a17742ae3.jpg
D'occasion,Chevrolet,2015,Automatique,Guediawaye                                                                                 Dakar,6200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2e9eee54318f6de698a1d22f4d773997/-/horizon-files-prod/ed/picture/q9mjwmzp/00f6f1a4bd0dcbdab388f7162676661a54a99b82.jpg
Venant,Kia,2016,Automatique,Parcelles Assainies                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e56d6017a913bb46ba1b174566a0c71c/-/horizon-files-prod/ed/picture/q78wm8e5/536897aaee26b46e29bf560bdd05dea6c5f3092c.jpg
D'occasion,Ford,2016,Manuelle,Grand-Yoff                                                                                 Dakar,9100000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3cf7775d3eb7c1ac8c4ba15ea4fbf247/-/horizon-files-prod/ed/picture/q44n0knp/7af4ec8a2d894ce3acd82a11d211c89da250ae25.jpg
Venant,Mitsubishi,2016,Automatique,Patte d‘oie                                                                                 Dakar,7950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f6e9ed433e9cbb419b6f02e207a4dc7f/-/horizon-files-prod/ed/picture/qzvp5j49/8d6182017fe2f4f53f35b26b6c410ddbea4cfdfd.jpg
Venant,Kia,2015,Automatique,Cambérène                                                                                 Dakar,5800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4e7970d3e30f9b84f044dce6f2e88515/-/horizon-files-prod/ed/picture/qzvp52qd/caf05622be676a76287971fa51616673a9607c30.jpg
D'occasion,Toyota,2010,Automatique,Pikine                                                                                 Dakar,8000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/394de6e3727e00d0f106d3a3acf50f6a/-/horizon-files-prod/ed/picture/q9mj6rew/d6ed4d122858b6c9d4b87a2b4c97efddc634a551.jpg
D'occasion,Hyundai,2016,Automatique,Pikine                                                                                 Dakar,4000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/588604150587ac26fda7f76304cbfebc/-/horizon-files-prod/ed/picture/qq428wjk/5c6798888bf56aef0a5412de6a633a81e86482f9.jpg
D'occasion,Kia,2014,Automatique,Pikine                                                                                 Dakar,7000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/578fa3b82e180d098d38c920547c4b84/-/horizon-files-prod/ed/picture/qxjpew0v/455d7e72bc7ad1f800e1999c6a2d2f2b212c88b9.jpg
D'occasion,Toyota,2019,Automatique,Sebikotane                                                                                 Dakar,45000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/42dcc9231e55bffef4aafe35cfb35bfc/-/horizon-files-prod/ed/picture/qv4w59j8/bcce2877a97db91939b7041fad80b973fbbc4215.jpg
D'occasion,Chevrolet,2011,Tiptronic,Médina                                                                                 Dakar,3000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b6cb018ad63d03bb3fa87aa7bd1cc0bc/-/horizon-files-prod/ed/picture/qxjpz9mq/2bd6cc2dbe584e3f70e97c5eae591e5e08d1a97f.jpg
Venant,Ford,2016,Automatique,Sacré-cœur                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7d7066573c75bb64c77083ff4da163fc/-/horizon-files-prod/ed/picture/qpdmqn0j/bedac837fbc6fa6f3ca533f88d16d2d576fe133c.jpg
Venant,Nissan,2019,Automatique,Hlm grand-yoff                                                                                 Dakar,7000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4b0fa85111b7ce461ff7512ac93239d7/-/horizon-files-prod/ed/picture/qgq9j07m/10a82911248e968a45f34e6418d3d1fa333d4eaa.jpg
Venant,Ford,2016,Automatique,Cite Mixta                                                                                 Dakar,5200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c8db199ab84a85e5b38edaf658f3361/-/horizon-files-prod/ed/picture/qxjpxnn0/e5a75d7c5b3ee21342fe26fd2f8282798932a444.jpg
Venant,Jeep,2021,Automatique,Point-e                                                                                 Dakar,42000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac9a9b78494c4ab61974a829f31d1893/-/horizon-files-prod/ed/picture/q2j0ge22/492e7635d6ca5b2184f2eafd3f29c5c1434e1a8a.jpg
Venant,Mazda,2017,Automatique,Cité Damel                                                                                 Dakar,10800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c36af35f7820974dba80fe317c80a5b1/-/horizon-files-prod/ed/picture/qkr8qrkz/677a36566a48b6678266aa9a4b5ff60ffad5f5de.jpg
D'occasion,Nissan,2017,Automatique,Cité Damel                                                                                 Dakar,6300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c3de407016c56e867cf1ecf2ffd522cd/-/horizon-files-prod/ed/picture/q56dv242/3c53bc74b5e7f1060a2c3c3e5b515c998ce15124.jpg
Venant,Mercedes-,Benz,2017,Parcelles Assainies                                                                                 Dakar,18500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4453b09a1d03151a205749452d9a8c69/-/horizon-files-prod/ed/picture/q0g7zezw/4f04fde47e8ea7cab4398c8a743a4d192bd46a40.jpg
D'occasion,Range ,Rover,2012,Médina                                                                                 Dakar,8600000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2196b35ccc47096925d321af7971f2e3/-eyJvciI6OTB9/horizon-files-prod/ed/picture/qm5gd87g/27153e7fea956af49b741454b0f60443ec7aa499.jpg
D'occasion,Mercedes-,Benz,2016,Médina                                                                                 Dakar,11800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9b3aefca3e9fac1d5a6e71e1476a5bae/-eyJvciI6OTB9/horizon-files-prod/ed/picture/qxjpzz22/ec8fb3b41c7916c30672d458b2f4f34f5b97eb64.jpg
