condition,description,address,price,image
D'occasionFord2016Automatique,FORD EDGE 2016,Liberte 6                                                                                 Dakar,6300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6cac7fea3f44501de974fe14c04b8eee/-/horizon-files-prod/ed/picture/q6xd4r5d/5efbfb39544124aff06a0dab3d3279c3c2586db1.jpg
VenantFord2016Automatique,FORD TAURUS 2016,Liberte 6                                                                                 Dakar,4850000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6a1de30bf7ad6c5774634ae7a38b81a7/-/horizon-files-prod/ed/picture/qenvjpw5/81539ffc1f4dc32d8ddfae718f698c6f7b64baf4.jpg
VenantToyota2019Automatique,Toyota Land Cruiser LC270 (2019),Plateau                                                                                 Dakar,45000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/62117403afc0c24041745cd8bbd18397/-/horizon-files-prod/ed/picture/qkr8qw92/895eabc6317156b06085f706a2142b9c570797ba.jpg
VenantFord2019Automatique,FORD EDGE TITANIUM 2019,Dieuppeul                                                                                 Dakar,13000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f45ce642a6307a0f8e941d4a30d84bf7/-/horizon-files-prod/ed/picture/qv4w59dj/fd3c9f4d050c207d81f179d16d366a4db60ec208.jpg
D'occasionBMW2020Automatique,BMW serie 3 pack M,Sicap Sacré-cœur                                                                                 Dakar,20000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/519db648236b40f804ee3018d759cfb7/-/horizon-files-prod/ed/picture/q8v44zj6/f53bbbd1ead929a6b115363e5eee8b7824b74eaa.jpg
VenantToyota2016Manuelle,Toyota Avensis,Sacré-cœur                                                                                 Dakar,7650000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3337d8deb3a79f3e63383e9f16b0ee8a/-/horizon-files-prod/ed/picture/q78wrx0j/47ef274c5790353285154e83909646119fb7e022.jpg
D'occasionKia2015Automatique,Kia Sportage 2015,Patte d‘oie                                                                                 Dakar,6300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e7d7d2d56b876c9dadc2df9ee8ce1b71/-/horizon-files-prod/ed/picture/qpdm7qk0/9474c75b760e6d41835289b6f099333218d396fb.jpg
VenantJeep2015Automatique,Jeep grand Cherokee 2015,Sacré-cœur                                                                                 Dakar,12000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fae853909d1b76629ef55cfe58b1d760/-/horizon-files-prod/ed/picture/qngpzwdw/dcdc17b516dac9d79bd692252f3916e9fa291a46.jpg
D'occasionFord2012Automatique,Ford Escape carré 2012,Sacré-cœur                                                                                 Dakar,4100000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6a88081af714aaba17d9dd29d0a5e451/-/horizon-files-prod/ed/picture/q56d8rr5/d84c66cdf478ff56c960c0812b268e946b29a494.jpg
D'occasionFord2013Automatique,FORD ESCAPE TITANIUM ANNÉE 2013,Parcelles Assainies                                                                                 Dakar,4800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/95cbe757bfd37dbbb4335e3b23d0de14/-/horizon-files-prod/ed/picture/q0g708nj/55960eccafa56cf3223533afa266d227f4790039.jpg
VenantKia2020Automatique,KIA SELTOS 2020 2021 Venant de Corée,Parcelles Assainies                                                                                 Dakar,18000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/df1578dbbea3bf35277423a342eb25c0/-/horizon-files-prod/ed/picture/qzvp5pw6/2188f77ddc1bfee7e1950c5723a4d9fde1a8412b.jpg
VenantHyundai2021Automatique,HYUNDAI SANTA FÉ 2021,Almadies 2                                                                                 Dakar,23000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/163178e1a9aee22434dda1a35f8976e8/-/horizon-files-prod/ed/picture/qm5g9vgg/7857f9f233b35898d0b428885aa776a7726b643b.jpg
D'occasionMercedes-Benz2021Automatique,Mercedes Benz A Class A200d 2021,Fann                                                                                 Dakar,21000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4d1c9053bf381249c613a5f655b61f59/-/horizon-files-prod/ed/picture/q0g708pk/0c9e4dd6669b6ab6b2ac3add96b7771147b9a7ed.jpg
D'occasionMercedes-Benz2016Automatique,MERCEDES GLE 450 AMG 2016,Sicap Sacré-cœur                                                                                 Dakar,21500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b6b2a89953642f0307c8b3a749fd9aa4/-/horizon-files-prod/ed/picture/q9mjdx56/4d0cdd8571e90c3808fa3d2262cad645b5325588.jpg
VenantSsangyong2016Automatique,SSANGYONG TIVOLI AIR 2016,Guediawaye                                                                                 Dakar,8500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f11cb57b0d336a4eb587600b48420d0f/-/horizon-files-prod/ed/picture/qwep5nmk/24718e19fcf4dd4dee5f7a2fcef60f64e92394d7.jpg
D'occasionToyota2020Automatique,Toyota CHR 2020,Dieuppeul                                                                                 Dakar,16500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/859854ebd4b4ec890730f81e47006c31/-/horizon-files-prod/ed/picture/q44nqrdm/7a42e08899c5ea0211ac9bb096cc9d9a1e7b2d27.jpg
VenantFord2017Automatique,Ford Edge Titanium 2017,Liberte 6                                                                                 Dakar,11500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4e7c087d5c4b877e70e8bf54c9415977/-/horizon-files-prod/ed/picture/qde7j0x5/0a61c8b6800f15223d4fe0d812f7fff436322c0f.jpg
D'occasionToyota2019Automatique,Toyota C H R 2019,Liberte 5                                                                                 Dakar,16000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3b4f5ef26b2abbcd01450f9b332f839d/-/horizon-files-prod/ed/picture/qxjpe8gm/e07c1909ef27f5e85a0c72753bb1b9ec4c93c888.jpg
VenantHyundai2021Automatique,Santa fe 2021,Zac Mbao                                                                                 Dakar,23000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec966b8232957f15cf3378c39aad064f/-/horizon-files-prod/ed/picture/qwep5nzk/a80f097eaad922a65949bffd4efdc5b062920732.jpg
D'occasionHyundai2017Automatique,Hyundai Santa Fe Sport 2017,Mermoz                                                                                 Dakar,8000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/be6606c7ebf4738c9b574d22919ec057/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/qj4q7jp6/68be75723825b5c16de2aff7c7e7f4626ddec2ec.jpg
D'occasionCitroen2016Manuelle,Citroen C4 Picasso 2016,Hann maristes                                                                                 Dakar,5300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d4f89e14053619f9f2e1b9d71394d79/-/horizon-files-prod/ed/picture/qenv76gk/bc918ec65ff60654c88b133897b8b360d22ab766.jpg
D'occasionJeep2015Automatique,JEEP CHEROKEE 2015,VDN                                                                                 Dakar,12500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/182e1fce8e1d35330a28670bcd915d30/-/horizon-files-prod/ed/picture/q56d8rw7/6140c8bbc03436dfe1f685dda025f5cbca71efb7.jpg
VenantKia2021Automatique,Kia Morning 1.0 2021,Nord foire                                                                                 Dakar,7500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/45e54386646bf0d58d852440f2656096/-/horizon-files-prod/ed/picture/q44nq89v/b9277df2832e628e5f1a1eb377782a6c903773a4.jpg
D'occasionFord2013Automatique,Ford escape titanium 2013,Fenêtre mermoz                                                                                 Dakar,4500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fec1cf67999ccd35319e4476d6c21711/-/horizon-files-prod/ed/picture/q6xd4r76/b69825ab301f237abed60878212e1027f30eb828.jpg
D'occasionHyundai2016,Hyundai Sonata  2016,Cité Damel                                                                                 Dakar,6200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d42da43b3fe5ef998e1eacd90ac5d41b/-/horizon-files-prod/ed/picture/q78wrxv5/7f692b8377615c57e2519d8bfed4b4ff3f9a411d.jpg
D'occasionFord2016Automatique,Ford  Fusion  2016,Cité Damel                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3a0a1647b822feaccc2664ab1d71608c/-/horizon-files-prod/ed/picture/qgqwjp2r/22f0c80dc438de2755d43f6e4a58597db8adbb95.jpg
VenantToyota2014Manuelle,Toyota  hilux neuve 2024,VDN                                                                                 Dakar,1 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce85444612f10f48b50d059dab9d8772/-/horizon-files-prod/ed/picture/qwep5gd4/be0e441c09c5164676b8cbea6bd437e6cdfb0456.jpg
VenantMazda2019Automatique,Mazda Cx9 7 places full options,Avenue Bourguiba                                                                                 Dakar,15000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3f45e84d84d02c464b30b02f392ed4f4/-/horizon-files-prod/ed/picture/qkr8vpw8/e09e85b1afc897605476025f89982a4626d8f126.jpg
VenantFord2016Automatique,ford edge titanium 2016,Cité Damel                                                                                 Dakar,10000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5ad5b72577c9ae21b94e1d2efa8b5cfd/-/horizon-files-prod/ed/picture/qwep5gv4/f1a6da3a1016f70ba21176a23390edf31f60beeb.jpg
VenantToyota2016Automatique,toyota hilux,Nord foire                                                                                 Dakar,18500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9a61a66a4252ee847470c94bd4556be2/-/horizon-files-prod/ed/picture/qenvj962/c86850c41c78f1cb63f010b700f089f1912bb1c4.jpg
VenantPorsche2016Automatique,Porche Cayenne 2016,VDN                                                                                 Dakar,1 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac79234044ae25b1741e3a2318907bc6/-/horizon-files-prod/ed/picture/qpdmq0x0/db4404518ccb49ddfc055b1aa7ac27fc284091b2.jpg
VenantHyundai2017Automatique,Hyundai Tucson 2017,Liberte 6                                                                                 Dakar,11800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6e7cddfc4493747edbcf37690659a15d/-/horizon-files-prod/ed/picture/q0g70kde/1e91e20f126bb3a02d06da645135202148449405.jpg
D'occasionChevrolet2013Automatique,Chevrolet Cruze 2013,Colobane                                                                                 Dakar,2300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4e6caa402be9c52d1f976b781ccf9991/-/horizon-files-prod/ed/picture/q9mjrre5/20bf37365f515e84d520a1950cc562dcb35264d5.jpg
VenantChevrolet2017Automatique,Chevrolet trax 2017,Liberte 6                                                                                 Dakar,7500 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/de9201637110ba8aeb712e2390e8e059/-/horizon-files-prod/ed/picture/qgqwjpe9/90c72828f4d6905127904254d7b8d0b2c1d233fb.jpg
VenantJeep2018Automatique,Jeep Cherokee limited,Dieuppeul                                                                                 Dakar,10300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/258e5f69979f9adfcfb62270de344777/-/horizon-files-prod/ed/picture/q9mjggjv/f83fdc3031ff2f043ac40db1e0b8a84d5c0e7991.jpg
D'occasionMercedes-Benz2017,Mercedes-Benz GLC 300 AMG Pack,Almadies                                                                                 Dakar,19900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b2eda83505521bb99ff7fde39380088d/-/horizon-files-prod/ed/picture/qj4q66pw/ba0ce2ef904508fa61d1bc58f9eaf496fd327907.jpg
D'occasionFord2012Automatique,ford edge 4cylindre,Nord foire                                                                                 Dakar,4500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a60c27e73831232dfeec2229d2c9890e/-/horizon-files-prod/ed/picture/qrz84ne2/c4f1f84d240dd7f555819287edb12e1611a7a0f2.jpg
VenantHyundai2019Automatique,Hyundai Santa Fe 2019,Nord foire                                                                                 Dakar,18000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bd0a1c228374413adb1d26465dba7451/-/horizon-files-prod/ed/picture/qq42g7ev/432d6dddce46e7a0f8e3f7f5c0446d78b850ac2e.jpg
VenantHyundai2016Automatique,Hyundai Grandeur 2016,Sicap foire                                                                                 Dakar,8000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cd97bc7bddb9be4ec7b8e40c0e090589/-/horizon-files-prod/ed/picture/qq4289nw/a851228cb2d34d1d048304e8aff9eba4c9753d09.jpg
VenantJeep2016Automatique,Jeep Cherokee full options,Liberte 6                                                                                 Dakar,8800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3c56da7888325fcf5f9de692d9d4aad2/-/horizon-files-prod/ed/picture/q9mj65zj/82e7859c97ca6ab43c9a4c91d0f202ff3258508b.jpg
VenantHyundai2016Automatique,Hyundai Tucson venant,Liberte 6                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/774db0f805d51f62194b04ec16e5ffde/-/horizon-files-prod/ed/picture/qngpzwxr/098878694158f1076724138ac3a88aa2281e5e3f.jpg
D'occasionHyundai2014Automatique,Hyundai grandeur en vente,Almadies 2                                                                                 Dakar,5000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5c3fe130cd5d10944dc57027ca081512/-/horizon-files-prod/ed/picture/qm5g96k9/dc6f9e0cc8861ca95e7da1693f2b17ce98ad400c.jpg
D'occasionMazda2021Automatique,Mazda cx5 2021,Djily mbaye                                                                                 Dakar,13950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/730b536ec5929f68c5c40fce2c074425/-/horizon-files-prod/ed/picture/qde76vv5/6b8479211c6d41ad4dc5e66f7b899955ccb37ba9.jpg
D'occasionKia2013Automatique,KIA Mohave 7places 2013,Liberte 6                                                                                 Dakar,3900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/81e146bd56cb9492c65c0a3c352204f4/-/horizon-files-prod/ed/picture/q78wrpd8/86b74f5e4ab18bdff117b4da7c6ad130ab4bbd42.jpg
D'occasionKia2014Automatique,Kia k7,Djily mbaye                                                                                 Dakar,5950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/edab0e430471b4e13744717573bb9df0/-/horizon-files-prod/ed/picture/qzvp6576/5967aaa0c95b629bcd646faf4a7ea42087da1ddf.jpg
D'occasionToyota2011Manuelle,"TOYOTA FORTUNER 2011, 7places",Liberte 6                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0a46d953ceecd8e29387d41f4878d513/-/horizon-files-prod/ed/picture/qj4q7p7g/b9385b7ebe66c14c78b040bba4e4213ada103c40.jpg
VenantPeugeot2016Manuelle,PEUGEOT BOXER 2016,Liberte 6                                                                                 Dakar,7700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2209556b4b7838ce17e8ceee3e2367/-/horizon-files-prod/ed/picture/q9mj656j/f379a0f92763229047e31a9adbea7633804c3c87.jpg
D'occasionToyota2011Automatique,TOYOTA SIENNA 7 places,Liberte 6                                                                                 Dakar,9800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f09bd5225d197549d7166da4b53b7681/-/horizon-files-prod/ed/picture/q44nq0mz/f96043c09dab7a25c6afbc2cd8cc839c9a7a8fe9.jpg
VenantHyundai2016Automatique,HYUNDAI TUCSON 2016,Liberte 6                                                                                 Dakar,12500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/be45567a9e8c4d86864f3232f9f17bb4/-/horizon-files-prod/ed/picture/qwepndvp/f72ef818d33d1e167b69010b194dc96922d205be.jpg
VenantNissan2014Automatique,Nissan nismo 4#4,Cité Damel                                                                                 Dakar,5500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/65d54b788482ca1d5b906b177f00e763/-/horizon-files-prod/ed/picture/qm5g9pkj/af946665548796e5da6ec2770a223758d3007af4.jpg
D'occasionChevrolet2013Automatique,Chevrolet malibu Full,Nord foire                                                                                 Dakar,3300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c0cb3d824369f4bd90d5eba0de9f76cc/-/horizon-files-prod/ed/picture/q56dvgne/12268483185e6079dc3d90e478d88d4884427974.jpg
VenantFord2018Automatique,FORD ECOSPORT 2018 SE 4WD,Sacré-cœur                                                                                 Dakar,9000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0e3e0f76b7448392513536ebb675b25e/-/horizon-files-prod/ed/picture/q8v4xme4/3a04b4f09ef1753706e1fb912a45106ae06467b9.jpg
VenantJeep2015Automatique,JEEP GRAND CHEROKEE 2015 LIMITED 4X4,Sacré-cœur                                                                                 Dakar,13000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b273e69b4f551742649802e9c1f651ee/-/horizon-files-prod/ed/picture/qngpn9mg/2308b14510345beb7d38ee5be177e8962b076bc4.jpg
VenantVolkswagen2016Automatique,VOLKSWAGEN TIGUAN 2016,Sacré-cœur                                                                                 Dakar,8000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/75592f83336e85c04c81744ea8dc39d1/-/horizon-files-prod/ed/picture/qenvjr4k/6489da7bf404022be8a8e4c3fee1097d5855615f.jpg
D'occasionChevrolet2013Manuelle,Chevrolet cruze,Mbao                                                                                 Dakar,2900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3c83125885475f2311b4ae269f7156dc/-/horizon-files-prod/ed/picture/q44nnpxp/2d293ebe1027ea2195d781b2368bd27e6145d03a.jpg
VenantFord2020Automatique,FORD ESCAPE 2020 SEL,Sacré-cœur                                                                                 Dakar,12500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e2ac19fa54e44fafd570e0f231040947/-/horizon-files-prod/ed/picture/qgqwjqqn/968b38f4e51baa990bdd306f656e23ba3bf87c83.jpg
D'occasionJeep2017Automatique,Jeep grand cherokee,Liberte 6                                                                                 Dakar,7000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f9e2f1e0dd96e5640588b4bb4dd57716/-/horizon-files-prod/ed/picture/q56d8pen/62d7d9b156e7569142cece9c82353656ae475aff.jpg
VenantToyota2014Automatique,TOYOTA RAV4  2014,VDN                                                                                 Dakar,7000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/06dcdfe6f71cb3d9f65892494a132efc/-/horizon-files-prod/ed/picture/q78wmp6j/cae5b90534e1d4bc0a1854502fb719b6bc6802b6.jpg
VenantJeep2018Automatique,Jeep Cherokee,Dieuppeul                                                                                 Dakar,9950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/75f3ed184d3dee7cfc96f5ddb2e16193/-/horizon-files-prod/ed/picture/qwepww7j/9e685905505f1444437bcf4bb7ac84af894cec2a.jpg
D'occasionMercedes-Benz2015Automatique,Mercedes GLA250,Sicap Sacré-cœur                                                                                 Dakar,9900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1666a6442da6010ea635a236ab4d21b0/-/horizon-files-prod/ed/picture/qenv7w55/8802556465ca7388ef21450f753be0df4b75a190.jpg
VenantHyundai2019Automatique,hyundai santa fe 2019,Sicap foire                                                                                 Dakar,16000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/60753e1eb3e32690d7291dc33ebd1dbb/-/horizon-files-prod/ed/picture/qxjpwnzw/3d5964c0e7193ec224330fe36bd3e7bb100fa7bb.jpg
D'occasionFord2015Automatique,FORD ESCAPE 2015,Liberte 6                                                                                 Dakar,4500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6e78d827ffe8cd5568d3f67e20d83b62/-/horizon-files-prod/ed/picture/q6xd4qep/b70e7f9e842a057547f6a4560bbe2206b2a92016.jpg
NeufFord2017,FORD FUSION TITANIUM 4X4  2017,Guediawaye                                                                                 Dakar,7800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/93e860af1a36e2a535ff8cea53b44925/-/horizon-files-prod/ed/picture/q0g70kem/8cdfb9d0cecdc67d0fc5d8a1eb2707fe8301f16c.jpg
NeufBMW2024Automatique,Pile Batterie cr2450 pour clé véhicule,Dieuppeul                                                                                 Dakar,10000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/683f18e323d17449eaf549d16a472cac/-/horizon-files-prod/ed/picture/q6xd4qpp/322b794b915dbcedf8dfa590afdf2856f57ce961.jpg
VenantFord2020Automatique,FORD EXPLORER XLT 2020,Dieuppeul                                                                                 Dakar,23000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/951543a754540bed55e806e5770ffcfc/-/horizon-files-prod/ed/picture/qkr80pzn/a3cd87100cdaef1a5cef2c3629a41979f3f921bf.jpg
D'occasionRange Rover2016Automatique,Range Rover Vogue 2016,Sacré-cœur                                                                                 Dakar,18000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5898a3fcb990b45aee3d678a1f1747b9/-/horizon-files-prod/ed/picture/q6xdv6vd/c134960a806de123578300cb8eab54936c65e0a7.jpg
D'occasionChrysler2015Automatique,Chrysler C200,Sicap foire                                                                                 Dakar,5000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/87091dc1585945c247c8c58a01efc19f/-/horizon-files-prod/ed/picture/q56d86wx/50f0c3d02de820f5c4d1d231d108b83e06498de6.jpg
D'occasionMercedes-Benz2018Automatique,Mercedes GLC 300 McLaren,Avenue Bourguiba                                                                                 Dakar,19500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2ee97aaed0e7d2af6aa3298bb4c11759/-/horizon-files-prod/ed/picture/q0g70kjm/8e93735f0cdc82588c29ff18f5256112a12a7c4c.jpg
D'occasionHyundai2012Automatique,Hyundai sonata climatisé,Ouest foire                                                                                 Dakar,3500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3cd502bee6bfba27e775fe22c3482795/-/horizon-files-prod/ed/picture/qv4w5d62/3561b942d98ee07fd5b50f3dabe73c11e11962ec.jpg
VenantHyundai2016Automatique,HYUNDAI ELANTRA GT 2016,Liberte 6                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7ac7c71c4be319ba65f388f967e2c587/-/horizon-files-prod/ed/picture/q56d8p0n/534c955b9e28e8183ea60b75dde6c69382910db1.jpg
D'occasionFord2016Automatique,Ford Edge SEL Ecoboost 2016,Mermoz                                                                                 Dakar,8400000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d920452347eb48e0cfb23ea79b7b3521/-/horizon-files-prod/ed/picture/qj4qrvgv/6745073c979e326ff5281bf5836816ffdc88ee40.jpg
VenantJeep2016Automatique,Jeep Cherokee 2016  4x4,Liberte 6                                                                                 Dakar,8500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e55bdee13fb01ef5666172b1f9815941/-/horizon-files-prod/ed/picture/qxjpe672/60954ccbd4d4825f947d6bc35de75d86547d9ee7.jpg
VenantKia2017Automatique,Kia Sorento SX 2017,Sicap Liberté                                                                                 Dakar,12000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c70046096170620475c72e0656e985cd/-/horizon-files-prod/ed/picture/qv4w9m6p/8731e16e089920dda277545406a47ac33c1a0c4b.jpg
D'occasionToyota2009Automatique,Toyota Prado 2009,Hlm                                                                                 Dakar,7800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/647fba64bf8e0865d4f49622a2809697/-/horizon-files-prod/ed/picture/q8v4vg76/a28afa8660c8c29487c2567145472bfd5dc1dae1.jpg
VenantHyundai2016Automatique,Hyundai Tucson evgt 2016,Keur Massar                                                                                 Dakar,10750000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/405bb453d029cf32904be7a7d178987b/-/horizon-files-prod/ed/picture/qngpx62e/22f10f082525ce8590a95065f352ce6bb59124ff.jpg
VenantMercedes-Benz2014Automatique,Mercedes E220,VDN                                                                                 Dakar,6700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/65f6c628b570de8ccbfc4eae68e58447/-/horizon-files-prod/ed/picture/qpd6vwz2/d4cfc973b740b75aaeefe5fb5a034341573db723.jpg
NeufChevrolet2016Automatique,Chevrolet Malibu 2016,Cité Damel                                                                                 Dakar,4500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e7192cf7a7781b8fdbcd11ecf15cd831/-/horizon-files-prod/ed/picture/qngp0q0x/961ba74b845305a382331dfc3f5eb67057e11cce.jpg
VenantKia2017Automatique,kia sorento  2017,Sicap Sacré-cœur                                                                                 Dakar,10000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/88ede13051d80daa0d9f7c46fa08e09b/-/horizon-files-prod/ed/picture/qm5g90q2/3c864b066bb8fac38d5b757d63e90b368711ce35.jpg
D'occasionJeep2013Automatique,JEEP WRANGLER 2013,Liberte 6 extension                                                                                 Dakar,13000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8137f94306c6d0497563946bdf5c5111/-/horizon-files-prod/ed/picture/qgqwdk59/f9e60bf8d18e256fedf85e1bacf8cab4caa47294.jpg
VenantFord2017Automatique,FORD TAURUS  2017,VDN                                                                                 Dakar,3500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e8e42fda9195afe77f7ec4007962dae1/-/horizon-files-prod/ed/picture/q6xd4q2n/2887bca188ff31671d9b43ca7859c609effa6a92.jpg
VenantFord2014Automatique,FORD EDGE  2014,VDN                                                                                 Dakar,4000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/56c75733da7f8d9a06cdad5452f9ea97/-/horizon-files-prod/ed/picture/qm5g9092/763dfff84669cd37e9d43f5aca807e9c32cb986c.jpg
RéconditionnéPeugeot2015Automatique,Peugeot 3008  2015,VDN                                                                                 Dakar,4500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3aaba8e600072f31020b977204d7dc4f/-/horizon-files-prod/ed/picture/qzvp60qr/f760e4485676c0219d00cf731278129d8e54298d.jpg
VenantJeep2015Automatique,JEEP CHEROKEE  2015,VDN                                                                                 Dakar,4000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/70b40717199b0c1416ea759c35db22dc/-/horizon-files-prod/ed/picture/q8v4xmxr/309707da5310c7a19ce98f3bbf6c095559db622b.jpg
D'occasionChevrolet2019Automatique,Chevrolet equinox 2019,Mamelles                                                                                 Dakar,5800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7a6d95178011de26a4454b384dd45584/-/horizon-files-prod/ed/picture/q9mjw6pn/0a1f150fd0bf30b319dcee8f0213cfb7ca3fd7e3.jpg
D'occasionChevrolet2012Manuelle,Chevrolet cruze 2012,Mamelles                                                                                 Dakar,3456000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8215ca378d348e981fbe5d6df1fa409e/-/horizon-files-prod/ed/picture/q564zvdr/bed38291dc546237acc792f7c9548be113f6bab4.jpg
D'occasionMazda2016Automatique,Mazda CX-5 GT 2016,Sacré-cœur                                                                                 Dakar,8500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d63728b3a484e99a889b2a56e5a09d49/-/horizon-files-prod/ed/picture/qm5g9042/5a1f7b310b30b14f78427ddf60e6d3f1bbbe5715.jpg
D'occasionCitroen2012Manuelle,Citroën,Avenue Bourguiba                                                                                 Dakar,3000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/44be4e1ab0f53e3ff18d395257ddf10c/-/horizon-files-prod/ed/picture/qrz84r0x/eb704ee53ca4251ac3eae231d30805095d4ebc8b.jpg
VenantKia2017Automatique,Kia Sportage limited,Sicap foire                                                                                 Dakar,10500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/57caf6b13dc3d01837af58099e6bdba4/-/horizon-files-prod/ed/picture/qpdmjvgx/6624761918e841c4c7bb317dcc9e6ac900885c3c.jpg
