condition,brand,year,gearbox,adress,price,image-src
Venant,Peugeot,2018.0,Manuelle,Amitié,6 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9fd6eda5ab9f3fc1a8100196ee361592/-/horizon-files-prod/ed/picture/qngpw4e0/028ccb7c636d7bf1ecdb1c82222b72e70f8f662c.jpg
Venant,BMW,2018.0,Manuelle,Golf,8 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f1293be872ffb7ec1e51691256835517/-/horizon-files-prod/ed/picture/qwepgw2g/071358f1ad866adaca103d5eafd5d84c8429e382.jpg
Venant,Ford,2019.0,Automatique,Sacré-cœur,12 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/637a0ad6869d630cde865dc11779bd09/-/horizon-files-prod/ed/picture/qpdm8n2x/7115dac39476a4d5959b5d54afe7d7c7b19254a8.jpg
Venant,Jeep,2016.0,Automatique,Sacré-cœur,12 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8028d2038057687b536cf07e71cda4fb/-/horizon-files-prod/ed/picture/qm5gnwdg/daab8873d6b1ab4c0d839734f1e477e29b90309c.jpg
Venant,Peugeot,2016.0,Automatique,Sacré-cœur,7 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f5337ab747ea2ce23a1fc290548cc927/-/horizon-files-prod/ed/picture/qkr82685/579ea4516dbe0cfcb85e70f1244bfe60c9f56774.jpg
Venant,Hyundai,2016.0,Automatique,Sacré-cœur,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dcea957bc2e4f4af08c2e9e5e5c2f534/-/horizon-files-prod/ed/picture/qrz856vg/0330556c47fbc171505d2782a59573d20b8adc53.jpg
Venant,Kia,2016.0,Automatique,Sacré-cœur,11 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f4484aea694e301b2fedc45e32a08da8/-/horizon-files-prod/ed/picture/qq42gw7e/f1cee52e798651e98fe1acffb3ea90015be5fbef.jpg
D'occasion,Hyundai,2017.0,Automatique,Sacré-cœur,8 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/35500eb337185bc0391f202b2278991d/-/horizon-files-prod/ed/picture/qwepjn26/a35f7942808f533e051a52fc8f222eb8eb261a63.jpg
Venant,Peugeot,2017.0,Automatique,Sacré-cœur,8 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bf80f5531712585d9c1e4998b4badef8/-/horizon-files-prod/ed/picture/q6xdzrkz/7cc94deda0e98888d30192a8ac4502b069950687.jpg
D'occasion,Ford,2012.0,Automatique,Ouest foire,3 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/914c9069be17b7e784f731bf46ae324d/-/horizon-files-prod/ed/picture/qenv20z5/24bdf26c0f3ad63d36b14e40744815a45598a6f2.jpg
D'occasion,Toyota,2012.0,Manuelle,Ouest foire,3 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b9e691e6bcbe7f0eb26a67eb6a623305/-/horizon-files-prod/ed/picture/qrz85pmm/2eb9ccc6713e34eaaee0a2b253703277de7b3b1b.jpg
D'occasion,Mazda,2014.0,Automatique,Ouest foire,6 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dc6986f79858b6905e4494a93afae83a/-/horizon-files-prod/ed/picture/qj4q2898/ac2c56d69c425be6e5e24559e6a89d6ec22acee4.jpg
Venant,Ford,2019.0,Automatique,Cité keur gorgui,21 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2792726235380f448467d62207acf2ce/-/horizon-files-prod/ed/picture/qgqwzn7e/105b6835acc3678065f44361422736ed65c5a148.jpg
D'occasion,Hyundai,2016.0,Automatique,Ouest foire,6 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b542619762b02b4beb0838fce8b955ac/-/horizon-files-prod/ed/picture/qv4wx7rg/25f998d086c2cc08efdf00b62aee8cc5f03edc4e.jpg
D'occasion,Renault,2018.0,Manuelle,Liberte 6,5 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c8fcd7c42f22e3fe4e7e5821fc4f9aa1/-/horizon-files-prod/ed/picture/q78w9eqj/113a223d00f5cb670725b45f17a91458ff1d3c82.jpg
D'occasion,Toyota,2016.0,Manuelle,Ouest foire,7 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3bc06d2fae0641b1daeb5e706cf86d33/-/horizon-files-prod/ed/picture/qm5gdx7w/28bf1bcd212ceab4700da2225dfbe5f8e388e1cc.jpg
D'occasion,Range Rover,2017.0,Automatique,Ouest foire,28 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ff653f73ca09fd56090b76dd4672c510/-/horizon-files-prod/ed/picture/q56dvek6/32489cde9e846837df916a380fbd3f10efc8fca9.jpg
Neuf,Land Rover,2020.0,Automatique,Sacré-cœur,43 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4119541d463f483b7e0eccc2728001cc/-/horizon-files-prod/ed/picture/q9mj8wwx/9ef095211fe2e7327a6b3cc1fb4032160f170af0.jpg
Neuf,Range Rover,2019.0,Automatique,Sacré-cœur,37 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/71c023b2ff9af62ac965297e5e049af8/-/horizon-files-prod/ed/picture/qgqw8qd8/c7c180e6ae3b8c8b08f73c062cd1eef3f6dcd80b.jpg
Venant,Peugeot,2021.0,Automatique,Sacré-cœur,21 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/de83a35fa4478d5edaeaa4c73ca7afac/-/horizon-files-prod/ed/picture/q56d4vr0/1a8f099a58dfea5067a6f8546423421ad8a5b69f.jpg
D'occasion,Range Rover,2019.0,Automatique,Ouest foire,37 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/70e48aec89fc22dcd0af1f3864f10dc2/-/horizon-files-prod/ed/picture/q0g75e48/ce76121f8a9e1598225894b03c6d8f8b391ce743.jpg
D'occasion,Audi,2016.0,Automatique,Ouest foire,9 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/12094b1876483b9499242c74382ff73d/-/horizon-files-prod/ed/picture/qxjpx07m/d5c77e9b86ae8927905a91e15e61c361eb47cd2f.jpg
D'occasion,Renault,2019.0,Manuelle,Ouest foire,7 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/980ea9ecfc87b5b36021d71cc9b0c29e/-/horizon-files-prod/ed/picture/q78w9e6z/c2f545de225832749d75dd4c0f204b02219c4ec5.jpg
Venant,Hyundai,2021.0,Automatique,Sacré-cœur,16 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cbf24228dc5da77c450f49b0deb3b298/-/horizon-files-prod/ed/picture/qv4wx788/1de710c779cf7ec2cf89c21bb8b15d5002f514a9.jpg
Venant,Peugeot,2016.0,Automatique,Médina,"6 599 000 F Cfa
        
                    6 799 600 F Cfa
                        
            Économisez 3%",https://i.roamcdn.net/hz/ed/listing-thumb-543w/e3c1e7e0d05cfef98b8f0e8d389b7190/-/horizon-files-prod/ed/picture/q9mj85z7/a38bb62b7fc892da378e449e3b79c668d5893d4a.jpg
Venant,Citroen,2017.0,Manuelle,Sacré-cœur,"5 199 000 F Cfa
        
                    5 399 000 F Cfa
                        
            Économisez 3.7%",https://i.roamcdn.net/hz/ed/listing-thumb-543w/65109323722aa258487eff011e09f02f/-/horizon-files-prod/ed/picture/qxj20vmw/60aff488b26e07cd5843e06196b277227e2c2bda.jpg
D'occasion,Peugeot,2014.0,Manuelle,Sacré-cœur,"4 299 000 F Cfa
        
                    4 499 500 F Cfa
                        
            Économisez 4.5%",https://i.roamcdn.net/hz/ed/listing-thumb-543w/c7f65b9d276b3ba060e11d3990774647/-/horizon-files-prod/ed/picture/qgqg5vvr/230d4b2867adb1875b9d6553b8ceda480d7fa4a3.jpg
Venant,Mitsubishi,2017.0,Automatique,Mermoz,6 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d407c984389cb264a32db285ac887515/-/horizon-files-prod/ed/picture/qzvpxz5x/1e4f697e5ee0e9bf8e90f56acde1104a88ef0973.jpg
Venant,Kia,2016.0,Automatique,Ouest foire,7 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/12b4ba237a8cb486507a85c232e8d189/-/horizon-files-prod/ed/picture/q6xdze0n/e61477b0577862a40cf7cd128982e55ff9d4e00e.jpg
Venant,Peugeot,2017.0,Manuelle,Point-e,5 950 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/805b9c9a7d86af29217b111a4e4434e0/-/horizon-files-prod/ed/picture/q9mjr665/d1310c692439145a7b8025ae299ecd65e9e66152.jpg
D'occasion,Hyundai,2013.0,Manuelle,Sicap Liberté,3 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5ff6fb54b89a9092795989c6e3024579/-/horizon-files-prod/ed/picture/qxjpx04v/85b8b079c5b20d8104c3e3ab05a521d740c90adf.jpg
D'occasion,Hyundai,2013.0,Automatique,Liberte 6,4 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/13f9ccf12481b36bf57021a68dacc0b9/-/horizon-files-prod/ed/picture/qkr8249w/11ea2c14f81ee9c16e7aff31768e44755c268897.jpg
Neuf,Kia,2018.0,Automatique,Liberte 6,12 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/555cfc887710783faadc4bbf7a884315/-/horizon-files-prod/ed/picture/qde745rw/7f712b0aba0bcd0760c0e4641a19e90a32b29257.jpg
Neuf,Ford,2016.0,Automatique,Sicap Liberté,10 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d25881a2ac2e1c2c41dfcde06c0641d6/-/horizon-files-prod/ed/picture/qj4q28vv/f0f196259ad3dd0bf8704eb7a0157fc2ae280185.jpg
Venant,Kia,2018.0,Automatique,Almadies,10 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/265feba259d8a981b4dc21d6d861b470/-/horizon-files-prod/ed/picture/q56dvm6x/7cb0f595e9b6e7a4464562952e05c3a99a11b0e2.jpg
Venant,BMW,2017.0,Automatique,Almadies,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/98467b1676fa4185a5c95303333a142b/-/horizon-files-prod/ed/picture/qv4wx24k/db894e0a4b58d159a3eb4f7de2b017deee86d5e1.jpg
D'occasion,Toyota,2018.0,Automatique,Sicap foire,28 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f916f6fd9bb806a2a622c5d2277f67e5/-/horizon-files-prod/ed/picture/q44n7x49/b93e35b06607fd2b1b606a00289899a8b59d8f49.jpg
Venant,Ford,2017.0,Automatique,Parcelles Assainies,9 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3845bd700774971e0745decbbd388971/-/horizon-files-prod/ed/picture/qxjpx5jv/8a248266e64f59a3a2ba9640c5eb7c4be0f9aa42.jpg
Neuf,Land Rover,2016.0,Automatique,Ouest foire,24 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/70f14aa0b2c4e1df42644f5adfc3317e/-/horizon-files-prod/ed/picture/qwepn77m/0b1d35e158a0a7a830ebe0e4b0e5351761066183.jpg
Neuf,Infinity,2016.0,Automatique,Sicap foire,19 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c5c387d62d1f1fd80c94bd4430743bbc/-/horizon-files-prod/ed/picture/qzvpejg9/f415c7d42aa2435e7f4c04a6a875dcdd49191321.jpg
D'occasion,Land Rover,1990.0,Manuelle,Saly,5 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d83c10536640680dd8a0e760ed944abb/-/horizon-files-prod/ed/picture/q56dzvd0/32d37128e50f514067c481e94d2b0f77fa98def6.jpg
D'occasion,Peugeot,2015.0,Automatique,Avenue Bourguiba,6 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e53ea33cec74aa3399d164e8c43eee85/-/horizon-files-prod/ed/picture/qde745ew/e4ee57314fc314d83144792375cc58cf84ef3d25.jpg
Venant,Hyundai,2019.0,Automatique,Liberte 5,28 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ad8f9a8365f5e1fe4e352be1f9497843/-/horizon-files-prod/ed/picture/q9mjwp0w/0bbae423ee6d260e93b06cc34d8b9165ef888b7f.jpg
D'occasion,Chevrolet,2011.0,Automatique,Cité Damel,4 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1fba42c43068ed1251f6b1f01699f67d/-/horizon-files-prod/ed/picture/qngp2m6r/7e080f14b8f8a2dd0c53099d015e944c7b2c9bc5.jpg
D'occasion,Volkswagen,2015.0,Automatique,Médina,6 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/74fdfb44b24e732675ff4d2a4ebf82a5/-/horizon-files-prod/ed/picture/q78wjxzg/b60f223ad1c9b74fffe26e47ef10aeac1f8d697c.jpg
Venant,Chevrolet,2019.0,Automatique,Hann maristes,18 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0255c61c1ccbb35e3c2963e16e22c697/-/horizon-files-prod/ed/picture/qxjpx048/35f6dd09433f9a66a2bddbcd008089c5b2dd5e84.jpg
D'occasion,Hyundai,2014.0,Automatique,Sacré-cœur,4 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/455dab5ceba137e08c58126eb6f4a8d5/-/horizon-files-prod/ed/picture/qpdm8xkj/f143920139dd55d6df4d35a7e384105f2dbc7a38.jpg
D'occasion,Toyota,2018.0,Automatique,VDN,14 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/041e005a58d3520e2f1594311e89646c/-/horizon-files-prod/ed/picture/qgqwzvd2/4c7fa4ed67cede20cd1c3b94538d547e4d125131.jpg
Venant,Range Rover,2016.0,Automatique,Sacré-cœur,28 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1994213916d6d206f02926f4dd3c4921/-/horizon-files-prod/ed/picture/qwepjm9g/7ce9c2566af78f4fb6b9278ebd3357edbdb11c5b.jpg
Venant,Range Rover,2020.0,Automatique,Sacré-cœur,55 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/25a2366e0c4104d5721fa7efce3897ff/-/horizon-files-prod/ed/picture/q56dvw8e/bc29c1f9481d420e5854ae5ea92fb9ba41940e1a.jpg
Venant,Hyundai,2016.0,Automatique,Sacré-cœur,11 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ff20e85e4ce792f82f2d5da1222faee5/-/horizon-files-prod/ed/picture/q8v4nzw6/bfa4f356831617cb886e17f6b2f3d7c35bf3bbd0.jpg
D'occasion,Ford,2012.0,Automatique,VDN,2 600 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/278366c286275e26d488cfc8363ae1bf/-/horizon-files-prod/ed/picture/qgqwzdwe/1c13e859cb405b6cac9d30e7f48bd0306705b6e7.jpg
Venant,Peugeot,2017.0,Manuelle,Parcelles Assainies,5 100 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/60cf7d990c524389b8688f32d980f2f0/-/horizon-files-prod/ed/picture/qxjpx5q0/b7f4d3f7980348fd9bfaf96b484c6584e58a5cf8.jpg
D'occasion,Kia,2016.0,Automatique,Mermoz,7 950 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ab30ab3626685c480cc578fdde52ae39/-/horizon-files-prod/ed/picture/q448v4v4/d51818e2d06ea7be0f44817ad95e45ce4bddcfb0.jpg
Venant,Mitsubishi,2018.0,Automatique,Mermoz,"8 750 000 F Cfa
        
                    9 150 000 F Cfa
                        
            Économisez 4.4%",https://i.roamcdn.net/hz/ed/listing-thumb-543w/07729279e2e3dadc6c345a609bc67746/-/horizon-files-prod/ed/picture/qngp05me/206cb6775c6f15dc5b57c217e5183ff0b02be9f6.jpg
Venant,Audi,2019.0,Manuelle,Mermoz,15 950 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/85a97106a9b4a8c24ce0dc66f318038f/-/horizon-files-prod/ed/picture/q0g756rz/fdf38292a196facfcb8caaf56d4c43e0815cd983.jpg
D'occasion,Tata,2008.0,Manuelle,Mbao,2 750 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9eebd975b158c6db0fb4883c2ff609c8/-/horizon-files-prod/ed/picture/q8v4g06x/2484efaf17e4dd8b576749a226a815470f1c97b5.jpg
Venant,Hyundai,2016.0,Automatique,Guediawaye,7 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0dcb31e247072c2a85aba78955aeacba/-/horizon-files-prod/ed/picture/qrz85xng/ee37a5a6d7c6f4231e0135a499342137fe04890f.jpg
D'occasion,Mitsubishi,2017.0,Automatique,Guediawaye,9 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/347ea8aa3f6183458d08415367d35b7a/-/horizon-files-prod/ed/picture/q78wgke5/20c8d4ffb7d9f3d647cf9f181e5dbc5b2e7091f4.jpg
Venant,Jeep,2017.0,Automatique,Guediawaye,9 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/561a9d79ce4e3b6a060f20cd81835685/-/horizon-files-prod/ed/picture/qenvw64d/d392c5bbc45080a0ac46accffd10ba6cda2b6f6d.jpg
Venant,Citroen,2016.0,Manuelle,Guinaw rail,7 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1e4cff2de92f9568329678cc5757239f/-/horizon-files-prod/ed/picture/qv4wx2qx/189dd5b585e6d60a8f0f56ff74f1554aacd30d98.jpg
D'occasion,Kia,2013.0,Automatique,Mamelles,6 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/720b91953f1ec32234565ed7983fdf90/-/horizon-files-prod/ed/picture/qq42gkez/c4f856a9af669ed1ff345a3a1111068067b1d425.jpg
Venant,Kia,2018.0,Automatique,Mamelles,9 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fbb88da076762ff6e6d679ee603cae0d/-/horizon-files-prod/ed/picture/qkr880e5/82e66736a6d21c07e173b8e1e8875bbf27aacf8d.jpg
Venant,Hyundai,2016.0,Automatique,Mamelles,9 950 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/94f74112deecfd98de9482f781a7ebb7/-/horizon-files-prod/ed/picture/q9mjwm6n/dd4cfba53f4f528f358e70c240d0fdccbf4c9547.jpg
Venant,Ford,2015.0,Automatique,Mamelles,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d3803e07f8a8e245c7a52d6dd7d14bc5/-/horizon-files-prod/ed/picture/q6xk92k8/365244da16b70ce0337b74cf1b3cac143bff1aa6.jpg
D'occasion,Ford,2013.0,Automatique,Mamelles,4 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/afd49830b638cff64d3a3f82070dacf1/-/horizon-files-prod/ed/picture/q0g7d62z/a3887e0106133a490e8a739e167b91cf11c8043a.jpg
Venant,Ford,2016.0,Automatique,Colobane,4 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1945975611c1cbac24191330029d4ffb/-/horizon-files-prod/ed/picture/qpdm2xqw/d4a335f0c248887314d0adf3215ef9a7eac4aa5a.jpg
Venant,Nissan,2017.0,Automatique,Colobane,4 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c1405ba513654fd41d2b0e6fe1f1c26c/-/horizon-files-prod/ed/picture/q6xdzg4v/5c7ae917ca72fdd8810f3d8e6df27415d5a52c25.jpg
Venant,Range Rover,2018.0,Automatique,VDN,"16 500 000 F Cfa
        
                    18 500 000 F Cfa
                        
            Économisez 10.8%",https://i.roamcdn.net/hz/ed/listing-thumb-543w/d39f1b05d248e702a2bb7b384a402258/-/horizon-files-prod/ed/picture/q6xdv8kn/0f239dc0e292915ba64eb1565dd6228d7c593e51.jpg
D'occasion,BMW,2008.0,Manuelle,Hlm grand-yoff,3 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8c6ed2562b8f776ce846fe7d8da9c2a5/-/horizon-files-prod/ed/picture/q78w9kgg/41ee8d408fa51a361d14a86e175cf147f0b7b089.jpg
D'occasion,BMW,2012.0,Automatique,Ouest foire,8 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b7bdb0caa9bdb8029ece034c0df1c803/-/horizon-files-prod/ed/picture/q56dvx6g/04faebc5775a0579f12d0607e388e18d0a374b96.jpg
Venant,Nissan,2017.0,Automatique,Cité Damel,9 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/44f526d2524df7e76df35cce4193b532/-/horizon-files-prod/ed/picture/qzvpeq0r/c722b0d69e8b05d4526e9e6488615a1f4aca061c.jpg
Venant,Nissan,2016.0,Automatique,Sicap foire,13 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0cfdd9383248aeac9fb2fb83ab35e36f/-/horizon-files-prod/ed/picture/q56dvm20/eab97b8f74d958e7e2bcc1bd3568ee5f3cbc9096.jpg
Venant,Volkswagen,2016.0,Automatique,Sicap foire,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c39a8d0c1c6f138e5ba7eb2d4e41a5a7/-/horizon-files-prod/ed/picture/qzvpe7qn/68fa19d7b5f6af8674159ce2ed083d06ba02966f.jpg
Venant,Audi,2015.0,Automatique,Sicap foire,7 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4dd1027cf2dcb6ab01199bc05d32f716/-/horizon-files-prod/ed/picture/q9mjwpx8/51d6069d1b7f49df038af1893d188470b93ebdf1.jpg
Venant,Mitsubishi,2020.0,Automatique,Sicap foire,15 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/84dc5c459d10748adb5f170bb1a25c71/-/horizon-files-prod/ed/picture/q8v4njrp/768ca4571ffc00d8ad3adda0204b5c045f13d774.jpg
D'occasion,Ford,2014.0,Automatique,VDN,4 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f943b8e60ce3547c4371aca9c1837582/-/horizon-files-prod/ed/picture/qj4q2dzw/a69f042985e8c2b266289a50368655b091b8f123.jpg
Venant,Ford,2019.0,Automatique,Mbao,13 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/93a4eef77899004c5a73f58369709d51/-/horizon-files-prod/ed/picture/q0g7585w/bfaddb9573f958bb84796641a292e3aa5b06acf4.jpg
Venant,Kia,2018.0,Automatique,Sicap foire,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/33f7c6cc39caccafa1fd06a804e08a0f/-/horizon-files-prod/ed/picture/qrz87944/9a273b9eed1069a9dec5b58a62d2c1bab1d6664f.jpg
Venant,Mercedes-Benz,2020.0,Automatique,Plateau,42 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/32f08e0c8e65a540f8ed2021786af13a/-/horizon-files-prod/ed/picture/qq42gvqk/6691e3041653907d5a2eec41ae4d50ea0830cf13.jpg
D'occasion,Mitsubishi,2017.0,Automatique,Grand-Yoff,1 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d6ec76e69852c4aef677b1911fd7a664/-/horizon-files-prod/ed/picture/qv4wx26m/fb6500d35cc0b0ee10676bdfd0cd5ec0abd32d06.jpg
D'occasion,Nissan,2008.0,Manuelle,Thiès,3 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f8d2c87646d7f2b172dc5e12ea0cb180/-/horizon-files-prod/ed/picture/qrz85gmj/30a490a837a5abe0258d3fa8a0f943eec1497dee.jpg
Neuf,Hyundai,2016.0,Automatique,Pikine,8 500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c2e45e074e1309aad7ff6496a46667ca/-/horizon-files-prod/ed/picture/q8v4nj7p/22276fbadebeb0edbd38669a3b0b96cb9b0317f7.jpg
D'occasion,Range Rover,2015.0,Automatique,Ouakam,25 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/139ca56e4144ce01ca7d4eaffef56a6f/-/horizon-files-prod/ed/picture/q0g79w6w/0d7cf93e1058302bb4e672dbf920fcd9878b3a02.jpg
D'occasion,Hyundai,2016.0,Automatique,Hann maristes,12 499 999 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/88fe6bfb8a0e6126408a897b01ab3215/-/horizon-files-prod/ed/picture/qgqwzvxq/dbbb9d68999c9a8aa239fa2dd0ac56d22b926d8e.jpg
Venant,Hyundai,2016.0,Automatique,Liberte 6,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3fd1149751e2d45c9f13006b1c4fe3fb/-/horizon-files-prod/ed/picture/q9mjwpqx/ef98cde2824757251948cfabe560b0ff0e723354.jpg
Venant,Hyundai,2021.0,Automatique,Plateau,14 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e74fa2f9105ec99b8cd8e2b961b85066/-/horizon-files-prod/ed/picture/q78wxg4m/491effdc9e363323df858f31b6b4c8d2c637453e.jpg
Neuf,Cadillac,2013.0,Automatique,Mermoz,3 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9e2935b2e982c20188edeeb6555c589e/-/horizon-files-prod/ed/picture/q2j0544k/dbe0f50bf8b4cb9c5a92180dc492a6a9a9033de3.jpg
D'occasion,Mercedes-Benz,2019.0,Automatique,Patte d‘oie,26 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e252ee876bb62fec671899848d31416a/-/horizon-files-prod/ed/picture/qv4wx2pk/521c2a5c489e84bf0c7e3f5ce9553de3350dc27a.jpg
Venant,Mercedes-Benz,2021.0,Automatique,Sacré-cœur,78 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/025a09b6c1683872131336e495a4dfca/-/horizon-files-prod/ed/picture/qde746km/11f451c669e6ab69bf4d952c4c333ae52edbfdf2.jpg
Neuf,Hyundai,2017.0,Automatique,Sicap foire,9 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/396db007bc24465623748d7a7ddf3ea4/-/horizon-files-prod/ed/picture/qm5gdz8m/bd48ded3e062e50272873e10c74c938d53eb18ae.jpg
D'occasion,Hyundai,2015.0,Automatique,Cité Damel,7 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0bc5575932c5231041d915b490b2c2c7/-/horizon-files-prod/ed/picture/qj4qp90z/f95f29c7ede86ef74ca025dbf5f9bcae44567dd1.jpg
Venant,Peugeot,2016.0,Manuelle,Point-e,6 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fac35d360e90d7c41e28de1de8759897/-/horizon-files-prod/ed/picture/q44n7e4p/205fecd522d52937f3075ef8bc2215ca77451295.jpg
Venant,Peugeot,2016.0,Manuelle,Point-e,6 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8aeff3ff8852d049fcea41b0c4b6e18c/-/horizon-files-prod/ed/picture/qxjpx4jz/04eb1cdbf132b9bce7fcbec272664f294c714db5.jpg
