condition,brand,year,gearbox,adress,price,image-src
Venant,Hyundai,2016.0,Automatique,VDN,8 950 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f43e83fea41211216a28cf9b48035faf/-/horizon-files-prod/ed/picture/qrz8r8v2/0e04496e60748960c809a334dce493193e109c7b.jpg
Venant,Jeep,2015.0,Automatique,Liberte 6,8 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6a3fbe1d52750f69f16630d9eecd8844/-/horizon-files-prod/ed/picture/qngp5609/3ac111ac236e252f54f21e67bb5b1fdcb6a433b9.jpg
D'occasion,Kia,2006.0,Manuelle,VDN,2 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7ffc1c8482824a6b9a7d5f1b2f79af28/-/horizon-files-prod/ed/picture/q44n5n8m/8e3035589f4c6f6f33ad6fd2bb62ba665f35ca09.jpg
Venant,BMW,2015.0,Automatique,Liberte 6 extension,18 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d3017d1b70e0ff8292d56cf049a57d3b/-/horizon-files-prod/ed/picture/qzvd878q/a05d250ca3ab1d1842d588423f2f358b80f8ebae.jpg
Venant,Ssangyong,2016.0,Manuelle,Parcelles Assainies,7 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/02025e31e46d86fd2ea703ebd6b9fe64/-/horizon-files-prod/ed/picture/qxjp82rz/31ed80c1b9d605672ba713cf874dc2439bff68a7.jpg
Venant,Hyundai,2016.0,Automatique,Point-e,9 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/61f759aac27b41f583f526e167fc0331/-/horizon-files-prod/ed/picture/q9mjkjg7/d153d3174f9cbf4d814cae754d1caf55a5090712.jpg
Venant,Kia,2021.0,Automatique,Plateau,28 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/165ad41f18579b30de4e97ed76b9149e/-/horizon-files-prod/ed/picture/qweprpwd/7fb9822173ca7aac5c11e8ab83819a837289f461.jpg
Venant,Range Rover,2018.0,Automatique,Plateau,29 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2664b5cc8897ab42d89087bea2bc7d0d/-/horizon-files-prod/ed/picture/qenv5v7j/13536209b1d9ace34fc434622c07dce3d99c1e8e.jpg
D'occasion,Mazda,2015.0,Automatique,Sud foire,4 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3551638fe2571effd1bddadc8bfa774b/-/horizon-files-prod/ed/picture/qkr8782p/ac6963d4db85d2ad488a9b284271ff6fa37b93c7.jpg
Venant,Peugeot,2019.0,Automatique,Liberte 6,9 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6d12d9705f108df6cd9ee892fac76364/-/horizon-files-prod/ed/picture/qm5g0g82/52ac60cd7cba474203d08bbe0af2fac9d8b4841f.jpg
Venant,Mitsubishi,2018.0,Automatique,Sicap foire,10 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/66eac553babde85e568c145c93ad8b39/-/horizon-files-prod/ed/picture/qpdmggdp/756d5a2fae2d154f1eb888e02a08a2eaedc2c2d2.jpg
Venant,Peugeot,2016.0,Automatique,Sicap foire,6 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/72b26878de918bc6c12a18aab9f54281/-/horizon-files-prod/ed/picture/q6xdqqxn/859e69be2b3978f0e2f921042a1378e70b8777e2.jpg
D'occasion,Toyota,2018.0,Manuelle,Liberte 6,22 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6bba853fca3b315bc84dbbeef75ab1cb/-/horizon-files-prod/ed/picture/q44nn0r8/9308ce44d578c34056cd4c9100d9929a6c1ee9ee.jpg
Venant,Range Rover,2018.0,Automatique,Sicap Sacré-cœur,27 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fc71e9cec34cec856f6c174ef4c0428e/-/horizon-files-prod/ed/picture/qenvqkzj/556bac9fa0545a91b1e9e53eb4f9a629cc6f8d9d.jpg
D'occasion,Toyota,2020.0,Automatique,Hlm,21 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/797163e24a8c545dc0d706a790ee1677/-/horizon-files-prod/ed/picture/q56x8gj2/05dd7e69f8b1fa760560058e0b73917fe17a5ea9.jpg
Venant,Citroen,2015.0,Manuelle,Hlm grand-yoff,5 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c802f5a1022a24dc91b3cc73613174b1/-/horizon-files-prod/ed/picture/qgq92rk9/da681d8259dee358cc3dc27842c57d634cf3c794.jpg
Venant,Nissan,2016.0,Automatique,Sacré-cœur,18 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2738b257565f19bcbb0d4157abe77021/-/horizon-files-prod/ed/picture/qq47mqre/069bb2a4c3837df78caa70f977d4ecb07b835b7b.jpg
D'occasion,Toyota,2014.0,Manuelle,Ouakam,4 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/df59d1a16ce381afd31440d4f2776340/-/horizon-files-prod/ed/picture/qv4wwze2/1518d491cdd7b7d5734d4d47e294cebbb003f94f.jpg
Venant,Kia,2016.0,Automatique,Hlm,9 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cc59fb20bdfbbce095d3d45102c0aed6/-/horizon-files-prod/ed/picture/q2j0kk82/b0e4c7709b6a57cd658d2e6c26acc692aca48f54.jpg
D'occasion,Mazda,2016.0,Automatique,Hlm,7 400 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c076d4b49e61b43fac40b072f787e263/-/horizon-files-prod/ed/picture/qzvp88r9/6335a0c2fe2d939090925fb80828e31c9783e35d.jpg
D'occasion,Toyota,2017.0,Automatique,Hann maristes,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fa0620435827f6c1428fdcd92166b55f/-/horizon-files-prod/ed/picture/q6xdqd58/9cd007c8c5cec39abd3dd4d427aef6f1810ab466.jpg
Venant,Ford,2016.0,Automatique,Sacré-cœur,9 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/949146595afac7bdf6eb422eaf59efa3/-/horizon-files-prod/ed/picture/qweprrxp/5f04551be0b91b175ecfc8b8f42ab53657edbb5a.jpg
Venant,Hyundai,2018.0,Automatique,Sacré-cœur,8 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/91e7708ff436542bf53e41ed6ea0f05a/-/horizon-files-prod/ed/picture/qrz8rrwj/1555b9dfe88211e4160e015e1eba02b421a0d88c.jpg
D'occasion,Renault,2020.0,Automatique,Plateau,8 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8e0c4edd2408e8c864533f71d0b94aa9/-/horizon-files-prod/ed/picture/q56dppn0/2878f1d0655074d221f5c10661926fbd2504dce8.jpg
Venant,Mitsubishi,2017.0,Automatique,Point-e,9 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a4cb883901d11849c9f335efeeae9971/-/horizon-files-prod/ed/picture/q6xdkvkn/06960205bdb1130c39e218c17d32d8119b6c9119.jpg
Neuf,Peugeot,2015.0,Automatique,Cité Damel,7 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f0403ecb96b3a093aaecd4d332ff2ec9/-/horizon-files-prod/ed/picture/q44n55vr/ddb368fe7e58b899995d7406696bdc3023ccf938.jpg
Neuf,Mitsubishi,2017.0,Automatique,Cité Damel,9 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/30e659619ec5ed4963de71dd4795d42d/-/horizon-files-prod/ed/picture/q78wjv2g/f3964eff71e94b23a4fdc4c36f000b4041dac90d.jpg
D'occasion,Kia,2015.0,Automatique,Amitié,8 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/457e5435ab1ac5785f0549443b25ac2e/-/horizon-files-prod/ed/picture/qenqk0vj/84c5b388d3571f03972eef5163626707c2805689.jpg
Venant,Toyota,2018.0,Automatique,Amitié,33 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fcf0397a11fbc2aa056dfe7fce1c1c58/-/horizon-files-prod/ed/picture/q0g7kp8e/032f7e521aaff5352e49535733b015d8aec8163e.jpg
Venant,Nissan,2017.0,Automatique,Sacré-cœur,7 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/096b3e6f9d1208ad1088a540a2412596/-/horizon-files-prod/ed/picture/q44n55kz/1a2dfac260a014eb9b4b74a626d363c0c99b63b8.jpg
Venant,BMW,2019.0,Automatique,Sicap foire,45 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fa8284a3ccfd7f9a2bdf99497c2037bb/-/horizon-files-prod/ed/picture/q56dpper/db9fd4119e20196ff2957b8c5e735da72d553264.jpg
Neuf,Ford,2017.0,Automatique,Parcelles Assainies,7 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dfdf85762e8471f832c4541536fcffb0/-/horizon-files-prod/ed/picture/qj4q66nr/a04372e99213f604ed7a73fbb6441ba377e29acf.jpg
Neuf,Fiat,2017.0,Manuelle,Liberte 6,13 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1d288c4ace3c715236b464ad425352f5/-/horizon-files-prod/ed/picture/q56dppmr/f4ad2e55e14879f54894a0608f0f529a1cc22a04.jpg
Venant,Kia,2016.0,Automatique,Grand-Dakar,6 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/798309dd43f2bc550fb28610080a32c1/-/horizon-files-prod/ed/picture/q44n8grm/94ba2a2db084ef9e5c7b8ec92f4a0ab8543bc431.jpg
Venant,Peugeot,2016.0,Automatique,Grand-Dakar,4 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/43b25ba0f046164432805a3e00860bdf/-/horizon-files-prod/ed/picture/qm5gpxmw/16b341cb77dde4063d49908268aded1761eba89d.jpg
Venant,Ford,2017.0,Automatique,Grand-Dakar,9 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/49d82471bc134cbddfe7bd421c4893d7/-eyJvciI6MTgwfQ%3D%3D/horizon-files-prod/ed/picture/qv4we702/b05ea27224d326ccc8e34e339c185938f5f0091a.jpg
D'occasion,Toyota,2012.0,Manuelle,Liberte 6,3 950 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a5d8417dff1800ec69209f8e26faaae5/-/horizon-files-prod/ed/picture/q9mjkkpx/4fd5a0cf70bc9a8c44c9d8a3160e8a8a45b7abbd.jpg
D'occasion,Renault,2014.0,Automatique,Keur Massar,5 750 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/770622d79a6726c69c7910864341ad49/-/horizon-files-prod/ed/picture/q6xdq62j/cb6a50cc8ee232300b61a16e6ef3f7aacdf9ff6f.jpg
Venant,BMW,2015.0,Automatique,Point-e,15 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f67512a70657dce32350dfcf788d788d/-/horizon-files-prod/ed/picture/q2j0k7z6/f191a30008e20577e910bd440ba06a59d1037272.jpg
Venant,Hyundai,2017.0,Automatique,Cité Damel,10 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/de7eb309d59202a3eadbaeebf9211c4e/-/horizon-files-prod/ed/picture/qde770r4/dd0440ca4603a5c0a614fe392d204f810b34bc1b.jpg
D'occasion,Ford,2017.0,Automatique,Liberte 6,11 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3f466ab4c92be365448662e08fe38507/-/horizon-files-prod/ed/picture/qgqwgwkm/9299f9adc2137e7be89ec65cb04ed59d3f8d6896.jpg
Neuf,Peugeot,2018.0,Automatique,Colobane,15 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5ea32c11cd193e3124485d78d78e1506/-/horizon-files-prod/ed/picture/qde790w8/ad6e1500491de3e0ba76068c7f78c0563352ea32.jpg
Venant,Peugeot,2020.0,Automatique,Ngor,15 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/93db509d9145beed24bf01e7f6278b03/-/horizon-files-prod/ed/picture/q9mjk59j/cbb80eef14689a63c0c2f1f6d87974363bde5d8f.jpg
Venant,BMW,2015.0,Automatique,Parcelles Assainies,17 950 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ba2d068d0196c1d58303a1e69377b409/-/horizon-files-prod/ed/picture/q44n508p/a2d6ceba4c6e36a09883a08a5afa68a104ed08e4.jpg
Venant,Mazda,2015.0,Automatique,Sicap foire,7 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f05b21bd3c49db8dd5ff4571f1931495/-/horizon-files-prod/ed/picture/qngp97w0/fdc2987c4e76ed9e0818eb620ddf368adaeb94d7.jpg
D'occasion,Toyota,2007.0,Manuelle,Sacré-cœur,4 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/492c553a94e49c64f7e0c905a1ea8b6a/-/horizon-files-prod/ed/picture/qrz8rq7m/2c278b1b876f61adb3dc0db15785f366715f2b34.jpg
Réconditionné,Hyundai,2012.0,Automatique,Pikine,1 450 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4068e04c3e1d308f679efaa333001bf0/-/horizon-files-prod/ed/picture/qq42z44z/cffdf4ee218b57cafdcffc24a26c713b992788fe.jpg
D'occasion,Kia,2016.0,Automatique,Amitié,10 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b4746312843a228184f6de7d6ceed4bf/-/horizon-files-prod/ed/picture/q2j0jx9k/aac05ab00d35a07ece8907d8adcc13fe7d16ff81.jpg
D'occasion,Hyundai,2018.0,Automatique,Almadies,7 950 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fc75730a51b0d0901229429764abe234/-/horizon-files-prod/ed/picture/qenvvmjk/30188e36eb01fad02aea1e0ee250216c00046773.jpg
Venant,Citroen,2015.0,Manuelle,Parcelles Assainies,7 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/74a1195b75022aa2d5dffe214b138081/-/horizon-files-prod/ed/picture/q8v4mpr0/dedea6f8cee148689d645dc224201cfc239ae57b.jpg
D'occasion,Ford,2012.0,Automatique,Parcelles Assainies,12 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cae21b7af149d1a6e3873fb5047374cc/-/horizon-files-prod/ed/picture/qzvp8z0q/c9d8c3a5b1f4c7deb5a1f59de4968b1f87ca1458.jpg
D'occasion,Ford,2015.0,Automatique,Point-e,5 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4319ae9a34fe267edae8728765211f3d/-/horizon-files-prod/ed/picture/qngpp840/3d5db0fcd94639915e37916ed5397385f91be716.jpg
Venant,BMW,2020.0,Automatique,Parcelles Assainies,42 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/278f3505493b0074bfe70c67a4f08ca0/-/horizon-files-prod/ed/picture/qj4q6p66/41387cd0087f15f58d9fd1bc9b4317b9ad26eb1a.jpg
D'occasion,Toyota,2015.0,Automatique,Sicap foire,7 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e465eea6995b8bf8c502d2c5daad9551/-/horizon-files-prod/ed/picture/q9mjkrmp/cf3f2caf64835f1f6cddd41f4258edb6f58c4060.jpg
Venant,Mazda,2016.0,Automatique,Rufisque,6 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/aaf36cff3065054aebc0b9c07ecd8525/-/horizon-files-prod/ed/picture/qngp995z/da3ff94ec3ba928c9279ad51ecf64f7b2e12095a.jpg
Venant,Hyundai,2016.0,Automatique,Ndiakhirate,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c5a16ca253f390571efb76364bcb31bc/-/horizon-files-prod/ed/picture/qwepeww0/c4b7368603b50e256c5ed39f27ef0f68f3a739db.jpg
Venant,Citroen,2016.0,Manuelle,Keur Massar,6 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ffd4222755974f86005154acccbd78dc/-/horizon-files-prod/ed/picture/q78wjx5z/5b4febf99ec56cadff1b468c409554ea77fdfeaa.jpg
Neuf,Kia,2021.0,Automatique,Cité Damel,30 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f92e4469864f1e3e13586ac4fa2faed6/-/horizon-files-prod/ed/picture/qgqwm4w4/fb395acf6631d8756c872564c55bc09186c2f80a.jpg
Venant,Peugeot,2018.0,Automatique,Ouakam,15 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b4e0ae1f3483dd8d4aff093ed5da1ca9/-/horizon-files-prod/ed/picture/q0g7k8we/c705e27ce928060ba4c3ee2503992e7dac921c15.jpg
Venant,Jeep,2015.0,Automatique,Liberte 6,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a8636226249142022ff4237297221172/-/horizon-files-prod/ed/picture/q6xdqned/e856dab01b9046a1b168996e34769311ac51a376.jpg
D'occasion,Renault,2015.0,Manuelle,Yoff,3 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/15b701e444c3dd906959cb3af237c1cb/-/horizon-files-prod/ed/picture/qgqwmp2e/5b9cb9b194decb8809a5064045f60cde9251635e.jpg
Venant,Jeep,2018.0,Automatique,Ouest foire,15 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eae0125120c7f07888ea23a00651a857/-/horizon-files-prod/ed/picture/q9mjkrjp/1b1addb4c72ef216272367c0d1f70a93d3a86209.jpg
Venant,Peugeot,2016.0,Manuelle,Keur Massar,6 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e3e35945a84c7825e0847e66e8ea72aa/-/horizon-files-prod/ed/picture/q8v44ge9/745c75b829a38f59063286e19357000a69fae938.jpg
Neuf,Range Rover,2020.0,Automatique,Hann maristes,35 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/39570591ae49d931f0b8db2318428208/-/horizon-files-prod/ed/picture/q44n5r58/801e276c23c133f50d92f0a871597a389c77cc95.jpg
D'occasion,Ford,2015.0,Automatique,Colobane,4 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d21c7789cf37595c1b5588be46848f6e/-/horizon-files-prod/ed/picture/qj4q65pv/41f733e90d8ea2553762f130af42cc0b85afd18f.jpg
Venant,Hyundai,2014.0,Automatique,Colobane,4 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9a307d722360b9158485ba36e38daadb/-/horizon-files-prod/ed/picture/q0g7k79j/cb42697b42176da0c903c8bdce7d1e39f945a39b.jpg
Venant,Nissan,2017.0,Automatique,Colobane,7 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8523c8d630786319c610b18d73bcfa77/-/horizon-files-prod/ed/picture/qkr878xp/6e8a27c823ae77065f8c339d73ea7d8489555de8.jpg
Venant,Renault,2018.0,Automatique,Ouakam,12 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/520d4b288965359ace720a50924c793b/-/horizon-files-prod/ed/picture/qenvrppv/60c9bbd82edcdbed51a0cf8f2a7af35f4cbfea6e.jpg
Venant,Mitsubishi,2018.0,Automatique,Mbao,10 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5fec60c13e5c8e1f9d414a9b1ecc2dd9/-/horizon-files-prod/ed/picture/qrz8r6w9/244845b776d62385f19e8e7b778a96389876ac37.jpg
Venant,GMC,2019.0,Automatique,Grand-Dakar,11 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3c392027d93278ee4c2d03364b47be96/-/horizon-files-prod/ed/picture/q0gwd9xx/033ef763dc7a63383bfd970481e4f83bbec18d29.jpg
Venant,Mitsubishi,2021.0,Automatique,Mbao,14 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e8cc40c3430e08d4d26df189df25bc85/-/horizon-files-prod/ed/picture/q78wjx6g/3798854ed96a6a579c01195e8a6f63880a8f328b.jpg
Neuf,Hyundai,2017.0,Automatique,Cité Damel,7 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ba38962b5101ef9bd2be7dce9f7eadd2/-/horizon-files-prod/ed/picture/qm5g0v8d/6713a59e945b7a74b8cbd2a347b65dd564ab1bb0.jpg
Neuf,Kia,2016.0,Automatique,Cité Damel,12 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ea0214cdc648e8e237294d99678aac50/-/horizon-files-prod/ed/picture/qpd6xmeq/ef831bd1b1b7ef1b046fc6ee5903a64cce679bc8.jpg
Venant,Kia,2016.0,Automatique,Parcelles Assainies,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ca566504184f98f70240fbeba88f1252/-/horizon-files-prod/ed/picture/qgqwmd50/81902a1677637bce83832efcd03403685ea5e5b4.jpg
D'occasion,Ford,2013.0,Automatique,Patte d‘oie,4 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0686ac11a191768ddc820dbad19aec45/-/horizon-files-prod/ed/picture/qrz8r6x9/85e538d79d9d44e4eb673f6ab8cd345645c4c779.jpg
Venant,Mazda,2016.0,Automatique,Parcelles Assainies,7 600 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9640b23ba8b059feb1f138f86d233dd9/-/horizon-files-prod/ed/picture/q6xddzz8/ea6ebc853375db36cfebe6f2d1af899672d3c607.jpg
D'occasion,SENIRAN,2021.0,Manuelle,Nord foire,3 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/117377cf50336e9893f3e6410a687911/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/qngppvnr/603162414de2bd25c27f3336458ff8d02c0ffa01.jpg
D'occasion,Jeep,2017.0,Automatique,Cité Damel,7 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ed2600f85917e1ee9f83c2aa6c671fea/-/horizon-files-prod/ed/picture/qde790e8/e0ca02b9c94c375b80c1fd808290c3c27847f52d.jpg
Venant,Mazda,2017.0,Automatique,Ouest foire,13 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/38f6730a7d2a5e167a19aec18478427c/-/horizon-files-prod/ed/picture/q44n565z/bb9fcb0b320950cf542ad9159f668724da2e75fc.jpg
Venant,Ford,2014.0,Automatique,Nord foire,4 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a8899616164e61f486778c4610df05b0/-/horizon-files-prod/ed/picture/q78wj0p8/2fcb60a370e1d75b7c5d3b225fa03725e68b8d66.jpg
D'occasion,Hyundai,2016.0,Automatique,Ouakam,4 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/398b67460aa4b32b21cd38731d1f3522/-/horizon-files-prod/ed/picture/q78wj08m/01ada99980c7759324435c5acb3d4e4d09b0d7a7.jpg
D'occasion,Ford,2016.0,Automatique,Parcelles Assainies,5 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/631e0a89f62147f024de973a9378c6f8/-/horizon-files-prod/ed/picture/q9mjkn2v/83e44b3c0efb3af8de5561c9ce4c17b18ecaa4ca.jpg
D'occasion,Renault,2018.0,Automatique,Hann Bel-Air,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9af68965c23f62a8fa541c0c71ff4bff/-/horizon-files-prod/ed/picture/q0gwq20z/d6010eebdec3b4b5929a81e70ffaaa42a8b1b26b.jpg
Venant,Kia,2019.0,Automatique,Médina,18 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cd43029f4f72e1dc86254c1196ea0868/-/horizon-files-prod/ed/picture/qrz8r7qm/9052e79f79fb64495f87a05770f8491118d84787.jpg
Venant,Chevrolet,2016.0,Automatique,Médina,11 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/21e4c9c7bdcc5e698faac9f7bc3b05bb/-/horizon-files-prod/ed/picture/q9mjkg9n/4b12fff773cb0d31056d4f05f86d2431e7c909e1.jpg
Venant,Hyundai,2016.0,Automatique,Médina,10 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3e8820e6ced7c17f06fd0262f43d945a/-/horizon-files-prod/ed/picture/q78wjgwj/9216bb9b9f536d6aba06f373b7a0c9b5a99f31f9.jpg
D'occasion,Peugeot,2013.0,Manuelle,Guediawaye,4 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1ab1303dc5bab168ec92a6de0a219764/-/horizon-files-prod/ed/picture/q8v44m56/50bf71931ba6a6ebecd7fda5dcf9f67308ba621d.jpg
Venant,Hyundai,2015.0,Automatique,Grand-Dakar,10 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e802a573d111d77e3ecbe2f30fdf3fa7/-/horizon-files-prod/ed/picture/qngp9w7w/51418f60597cd52ceea4c78e0d53e4cf9e9be1fe.jpg
Venant,Mitsubishi,2017.0,Automatique,Grand-Dakar,14 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/42cd956b80827220077857bb25056201/-/horizon-files-prod/ed/picture/q8v4mgpx/b271ef2cc4ba6854970ce04a133376be8924af53.jpg
Venant,Jaguar,2016.0,Automatique,Grand-Dakar,12 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bb9e18c13eb759c2cf45d42c052b4048/-/horizon-files-prod/ed/picture/qm5gpwm9/c2c61ca20ebad5774562374a630dc084943f6bf6.jpg
D'occasion,Mercedes-Benz,2020.0,Automatique,Mbour,32 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0e1de461f29b5babf36c5c2f77ff2725/-/horizon-files-prod/ed/picture/qrz88jjm/11bb42cb69388b496e716854bf9f28e2c4e3e1ae.jpg
Venant,Peugeot,2016.0,Automatique,VDN,7 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4eef5f68e9ba96d06dd7d619710edad6/-/horizon-files-prod/ed/picture/q6xdk8r8/7c3bd7470bc35c0a15184b00fabbd7982cd1aae2.jpg
D'occasion,Smart,2013.0,Automatique,Yoff,4 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/13bd196840f279483cb4ab3bdd5db223/-/horizon-files-prod/ed/picture/q8v4mggz/f8ca8f1e53b9bc964e5a730eee778cf408678769.jpg
D'occasion,Mercedes-Benz,2007.0,Automatique,Médina,3 750 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cccef66afd1f58422eaa4de7cf8c1d3c/-/horizon-files-prod/ed/picture/q44nn8e2/4595d9ba397422e10fa87dacead02c360c3c94d7.jpg
D'occasion,Peugeot,2017.0,Manuelle,Pikine,8 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b77ef7395acbc5f1287bff06f32d8425/-/horizon-files-prod/ed/picture/qzvp8xxk/bd3576f1a3a733ae34cf161b24e308b75525f624.jpg
Venant,Jeep,2018.0,Automatique,Guediawaye,13 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a36080da910541a4326e5d9653120349/-/horizon-files-prod/ed/picture/qq42z68k/efe4609fa815ea0d80fb80b97acbb39d7396d8ba.jpg
